pkmn_id|ability_id|ability_is_hidden|transformar_datetime
1|65|False|2024-08-17 12:10:02.327433
1|34|True|2024-08-17 12:10:02.327433
2|65|False|2024-08-17 12:10:02.327433
2|34|True|2024-08-17 12:10:02.327433
3|65|False|2024-08-17 12:10:02.327433
3|34|True|2024-08-17 12:10:02.327433
4|66|False|2024-08-17 12:10:02.327433
4|94|True|2024-08-17 12:10:02.327433
5|66|False|2024-08-17 12:10:02.327433
5|94|True|2024-08-17 12:10:02.327433
6|66|False|2024-08-17 12:10:02.327433
6|94|True|2024-08-17 12:10:02.327433
7|67|False|2024-08-17 12:10:02.327433
7|44|True|2024-08-17 12:10:02.327433
8|67|False|2024-08-17 12:10:02.327433
8|44|True|2024-08-17 12:10:02.327433
9|67|False|2024-08-17 12:10:02.327433
9|44|True|2024-08-17 12:10:02.327433
10|19|False|2024-08-17 12:10:02.327433
10|50|True|2024-08-17 12:10:02.327433
11|61|False|2024-08-17 12:10:02.327433
12|14|False|2024-08-17 12:10:02.327433
12|110|True|2024-08-17 12:10:02.327433
13|19|False|2024-08-17 12:10:02.327433
13|50|True|2024-08-17 12:10:02.327433
14|61|False|2024-08-17 12:10:02.327433
15|68|False|2024-08-17 12:10:02.327433
15|97|True|2024-08-17 12:10:02.327433
16|51|False|2024-08-17 12:10:02.327433
16|77|False|2024-08-17 12:10:02.327433
16|145|True|2024-08-17 12:10:02.327433
17|51|False|2024-08-17 12:10:02.327433
17|77|False|2024-08-17 12:10:02.327433
17|145|True|2024-08-17 12:10:02.327433
18|51|False|2024-08-17 12:10:02.327433
18|77|False|2024-08-17 12:10:02.327433
18|145|True|2024-08-17 12:10:02.327433
19|50|False|2024-08-17 12:10:02.327433
19|62|False|2024-08-17 12:10:02.327433
19|55|True|2024-08-17 12:10:02.327433
20|50|False|2024-08-17 12:10:02.327433
20|62|False|2024-08-17 12:10:02.327433
20|55|True|2024-08-17 12:10:02.327433
21|51|False|2024-08-17 12:10:02.327433
21|97|True|2024-08-17 12:10:02.327433
22|51|False|2024-08-17 12:10:02.327433
22|97|True|2024-08-17 12:10:02.327433
23|22|False|2024-08-17 12:10:02.327433
23|61|False|2024-08-17 12:10:02.327433
23|127|True|2024-08-17 12:10:02.327433
24|22|False|2024-08-17 12:10:02.327433
24|61|False|2024-08-17 12:10:02.327433
24|127|True|2024-08-17 12:10:02.327433
25|9|False|2024-08-17 12:10:02.327433
25|31|True|2024-08-17 12:10:02.327433
26|9|False|2024-08-17 12:10:02.327433
26|31|True|2024-08-17 12:10:02.327433
27|8|False|2024-08-17 12:10:02.327433
27|146|True|2024-08-17 12:10:02.327433
28|8|False|2024-08-17 12:10:02.327433
28|146|True|2024-08-17 12:10:02.327433
